"Property ID","Property Type","Listing Type","Bedrooms","Reporting Month","Occupancy Rate","Active Listing Nights","Currency","Revenue (USD)","Revenue Potential (USD)","ADR (USD)","Cleaning Fee Total (USD)","Number of Reservations","Reservation Days","Available Days","Blocked Days","Country","State","City","Postal Code","Neighborhood","Metropolitan Statistical Area","Latitude","Longitude","Active","Scraped During Month","Airbnb Property ID","Airbnb Host ID","Vrbo Property ID","Vrbo Host ID","Property Manager","Revenue (Native)","ADR (Native)","Revenue Potential (Native)","Cleaning Fee Total (Native)"
"abnb_721858472606926269","Guest suite","Entire home/apt","2","8/1/2025","0.173913","23","usd","200","269.57","50","0","2","4","19","8","Mexico","Yucatan","Merida","","Temozon Norte","","21.05976","-89.62984","True","True","721858472606926269","403553422","","","","3781.6","945.4","5052.47","0"
"vrbo_4768650","","Entire home/apt","","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.971865","-89.637726","True","True","","","4768650","","","0","0","0","0"
"vrbo_4771342","","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.959614","-89.6288","True","True","","","4771342","","","0","0","0","0"
"abnb_841527569830330881","House","Entire home/apt","2","8/1/2025","0.733333","30","usd","1472","1521.07","66.91","140","5","22","8","1","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.9589643133","-89.6597047895","True","True","841527569830330881","500569160","","","","27740.49","1260.93","28509.44","2808"
"abnb_841543397656069595","Condominium (condo)","Entire home/apt","1","8/1/2025","0.15","20","usd","171","265.05","57","12","1","3","17","11","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.03658","-89.61536","True","True","841543397656069595","104863919","","","","3235.53","1078.51","4967.85","243"
"abnb_841559634944499200","Apartment","Private room","1","8/1/2025","0.625","24","usd","360","465","24","0","6","15","9","7","Mexico","Yucatan","Merida","","Merida Oeste","","20.993842","-89.6385398","True","True","841559634944499200","366974082","","","","6817.8","454.52","8715.52","0"
"abnb_841806496521147365","Bed & Breakfast","Private room","0","8/1/2025","0.055556","18","usd","22","22","22","0","1","1","30","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96404","-89.63148","True","True","841806496521147365","225419245","","","","418.16","418.16","412.35","0"
"abnb_842053617954806240","House","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97263","-89.63235","True","True","842053617954806240","78119963","4258578","","","0","0","0","0"
"abnb_842080008604818597","Apartment","Entire home/apt","2","8/1/2025","0.548387","31","usd","1412","1412","83.06","75","4","17","14","0","Mexico","Yucatan","Merida","","","","21.0473","-89.59853","True","True","842080008604818597","478012414","","","","26573.06","1563.12","26465.19","1567"
"abnb_842358037389016044","House","Private room","0","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","21.05734","-89.65885","True","True","842358037389016044","35152252","","","","0","0","0","0"
"abnb_937865558953092476","Apartment","Entire home/apt","1","8/1/2025","0.4","5","usd","34","210.8","17","0","1","2","3","26","Mexico","Yucatan","Merida","","","","21.0782354877","-89.6543970257","True","True","937865558953092476","526364659","","","","654.5","327.25","3951.03","0"
"abnb_937909358392784432","Tiny house","Entire home/apt","1","8/1/2025","0.580645","31","usd","869","869","48.28","80","4","18","13","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9833140451","-89.6105398914","True","True","937909358392784432","75189751","","","","16472.73","915.15","16287.71","1566"
"vrbo_3825817","House","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 2","","21.019567","-89.63351","True","True","","","3825817","","","0","0","0","0"
"vrbo_3853089","House","Entire home/apt","4","8/1/2025","0","0","usd","0","0","0","0","0","0","3","28","Mexico","Yucatan","Merida","","Temozon Norte","","21.058884","-89.61788","True","True","","","3853089","","","0","0","0","0"
"vrbo_3854826","House","Entire home/apt","7","8/1/2025","1","7","usd","7147","14294","1021","84","1","7","17","7","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.982878","-89.62956","True","True","","","3854826","","","134020.18","19145.74","267913.16","1638"
"vrbo_3862136","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.974539","-89.615616","True","True","","","3862136","","","0","0","0","0"
"abnb_894313378821340325","House","Entire home/apt","2","8/1/2025","1","31","usd","2757","2757","88.94","182","6","31","0","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9728215","-89.6278676","True","True","894313378821340325","133625892","3867004","","","52105.02","1680.81","51674.59","3710"
"abnb_894371266859460249","Apartment","Entire home/apt","2","8/1/2025","0.548387","31","usd","1219","1219","71.71","117","5","17","14","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0221554","-89.6071996","True","True","894371266859460249","154376641","","","Happy Host","22933","1349","22847.78","2359"
"abnb_1160161902387910832","House","Entire home/apt","2","8/1/2025","0.333333","30","usd","796","822.53","79.6","63","4","10","20","1","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.00171","-89.62137","True","True","1160161902387910832","30657961","","","","15016.39","1501.64","15416.78","1283"
"abnb_1160165124726250067","House","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Este","","20.96966","-89.5989","True","True","1160165124726250067","125436952","","","","0","0","0","0"
"abnb_1160193315866330120","Apartment","Entire home/apt","1","8/1/2025","0.774194","31","usd","680","680","28.33","139","9","24","7","0","Mexico","Yucatan","Merida","","Merida Sud Este","","20.9494643196","-89.6139462865","True","True","1160193315866330120","125812169","","","Host / Juan Manuel","12807.01","533.63","12745.27","2677"
"abnb_1160406033896127701","Apartment","Entire home/apt","1","8/1/2025","0.285714","14","usd","156","345.43","39","0","1","4","10","17","Mexico","Yucatan","Merida","","","","21.0572444816","-89.6486507356","True","True","1160406033896127701","121056532","","","","2908.92","727.23","6474.38","0"
"abnb_1160816468443546284","Condominium (condo)","Entire home/apt","1","8/1/2025","0.870968","31","usd","1402","1402","51.93","210","9","27","4","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.03218","-89.59487","True","True","1160816468443546284","124168708","","","","26269.81","972.96","26277.76","3916"
"abnb_1160867475492918509","Guest house","Entire home/apt","1","8/1/2025","0.935484","31","usd","473","473","16.31","73","5","29","2","0","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.0135371","-89.6145619","True","True","1160867475492918509","565899452","","","","9134.5","314.98","8865.46","1620"
"abnb_17393456","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Sud Este","","20.95724","-89.6067","True","True","17393456","44865116","","","","0","0","0","0"
"abnb_1025220714330229128","House","Entire home/apt","4","8/1/2025","0.516129","31","usd","2784","2784","174","80","3","16","15","0","Mexico","Yucatan","Merida","","Merida Sud Este","","20.95745","-89.61153","True","True","1025220714330229128","262839221","","","","52106.58","3256.66","52180.65","1488"
"abnb_1025335974410115906","Condominium (condo)","Entire home/apt","1","8/1/2025","1","31","usd","2232","2232","72","0","1","31","0","0","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.0026634","-89.6205732","True","True","1025335974410115906","17767369","4025344","","","41927.5","1352.5","41834.49","93"
"abnb_1025471205837078766","Loft","Entire home/apt","1","8/1/2025","1","2","usd","36","558","18","0","1","2","0","29","Mexico","Yucatan","Merida","","Merida Este","","20.9604971","-89.5949731","True","True","1025471205837078766","102216325","","","","685.42","342.71","10458.62","0"
"abnb_1025634068478871126","Guest house","Private room","1","8/1/2025","0","12","usd","0","0","0","0","0","0","27","4","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96068","-89.62985","True","True","1025634068478871126","521309331","","","","0","0","0","0"
"abnb_1025801291162999227","Guest house","Private room","1","8/1/2025","0.129032","31","usd","120","120","30","0","2","4","27","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.95956","-89.63168","True","True","1025801291162999227","521309331","","","","2254.42","563.61","2249.17","0"
"abnb_1026093780331312956","Guest house","Entire home/apt","3","8/1/2025","1","4","usd","212","212","53","0","1","4","25","2","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9983112214","-89.6171307558","True","True","1026093780331312956","10813475","","","Casa Martina","3999.76","999.94","3973.53","0"
"abnb_1488658975596420230","House","Entire home/apt","4","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9662754869","-89.6302071959","True","True","1488658975596420230","682810489","","","","0","0","0","0"
"abnb_1488703017238384917","House","Entire home/apt","2","8/1/2025","0.4","15","usd","489","489","81.5","0","6","6","25","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9568794514","-89.6308770254","True","True","1488703017238384917","703341100","","","","9181.28","1530.21","9165.35","0"
"abnb_1488862939828785388","House","Private room","0","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.951773","-89.6230688","True","True","1488862939828785388","711859809","","","","0","0","0","0"
"abnb_1489237918579580325","Hotel","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","19","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.974114318","-89.630258827","True","True","1489237918579580325","559823932","","","","0","0","0","0"
"abnb_1489298091758102266","Hotel","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","19","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.974099291","-89.6302373693","True","True","1489298091758102266","559823932","","","","0","0","0","0"
"abnb_1489307440755859369","Hotel","Private room","2","8/1/2025","0","0","usd","0","0","0","0","0","0","19","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.974089273","-89.6302480981","True","True","1489307440755859369","559823932","","","","0","0","0","0"
"abnb_1489510437131875149","House","Entire home/apt","3","8/1/2025","0.5","12","usd","1113","1113","185.5","0","4","6","25","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.979905","-89.624157","True","True","1489510437131875149","713933233","","","","20816.97","3469.5","20861.01","0"
"abnb_14896781","House","Private room","1","8/1/2025","0","27","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","21.01456","-89.59903","True","True","14896781","58524485","","","","0","0","0","0"
"abnb_1489854947659837520","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.9487736141","-89.6826491459","True","True","1489854947659837520","376884473","","","","0","0","0","0"
"abnb_1490771325358652782","House","Private room","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","20.9890955549","-89.5442240545","True","True","1490771325358652782","417733313","","","","0","0","0","0"
"abnb_1490889493830003167","House","Entire home/apt","2","8/1/2025","0.888889","9","usd","511","511","63.88","0","1","8","23","0","Mexico","Yucatan","Merida","","Merida Este","","20.997859","-89.5701586","True","True","1490889493830003167","538668333","","","","9581.26","1197.66","9577.7","0"
"abnb_1490930307858483169","Apartment","Entire home/apt","1","8/1/2025","1","1","usd","75","75","75","0","1","1","30","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.0422964958","-89.6293354779","True","True","1490930307858483169","141766586","","","","1399.91","1399.91","1405.73","0"
"abnb_1290623189366083327","House","Private room","2","8/1/2025","0.666667","3","usd","124","124","62","16","1","2","29","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9484017476","-89.6281382069","True","True","1290623189366083327","176956127","","","","2325.3","1162.65","2324.14","298"
"abnb_1291360408667337422","House","Entire home/apt","2","8/1/2025","0","0","usd","0","1172.42","0","0","0","0","9","22","Mexico","Yucatan","Merida","","","","21.0058137","-89.7013546","True","True","1291360408667337422","507530076","","","","0","0","21974.65","0"
"abnb_1291389638629649765","Apartment","Entire home/apt","2","8/1/2025","0.035714","28","usd","74","74","74","10","1","1","30","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9851758548","-89.6332011624","True","True","1291389638629649765","97781696","","","","1391.02","1391.02","1386.99","197"
"abnb_12915858","House","Entire home/apt","2","8/1/2025","0.947368","19","usd","1223","1995.37","67.94","0","5","18","1","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97364","-89.62635","True","True","12915858","70826801","","","","22858.68","1269.93","37399.32","0"
"abnb_16149142","Apartment","Entire home/apt","3","8/1/2025","0.857143","21","usd","1297","1914.66","72.06","206","7","18","3","10","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.04312","-89.62431","True","True","16149142","10315166","","","","24466.22","1359.23","35886.52","4062"
"abnb_16159744","Bed & Breakfast","Private room","0","8/1/2025","0","23","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9673","-89.62656","True","True","16159744","46990943","","","","0","0","0","0"
"abnb_23273201","Bed & Breakfast","Private room","9","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97262","-89.62505","True","True","23273201","35406862","","","Host / Thor","0","0","0","0"
"abnb_34279231","Apartment","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Este","","20.99213","-89.58216","True","True","34279231","258801037","","","","0","0","0","0"
"abnb_34285702","House","Entire home/apt","2","8/1/2025","0.6","5","usd","231","1432.2","77","30","1","3","2","26","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.99553","-89.62356","True","True","34285702","258849240","","","","4360.69","1453.56","26843.8","597"
"abnb_34289181","House","Entire home/apt","2","8/1/2025","1","19","usd","1323","2158.56","69.63","120","4","19","0","12","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.01965","-89.6271","True","True","34289181","258881370","9129518ha","","","24949.2","1313.12","40458","2385"
"abnb_34294963","House","Private room","1","8/1/2025","0.033333","30","usd","19","19","19","5","1","1","30","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.99607","-89.62484","True","True","34294963","47577548","","","","362.93","362.93","356.12","93"
"abnb_25661971","House","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","97314","","20.9848","-89.70097","True","True","25661971","193225736","","","","0","0","0","0"
"abnb_38101817","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0318","-89.59785","True","True","38101817","287031183","","","","0","0","0","0"
"abnb_38105310","Apartment","Entire home/apt","1","8/1/2025","1","17","usd","302","532.88","17.76","0","5","17","1","13","Mexico","Yucatan","Merida","","Merida Sud","","20.93448","-89.63152","True","True","38105310","206516309","","","","5799.72","341.16","9987.8","0"
"abnb_34803760","Loft","Entire home/apt","1","8/1/2025","0","23","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","21.0555","-89.65993","True","True","34803760","210464619","1860097","","","0","0","0","0"
"abnb_34811567","House","Private room","2","8/1/2025","0","25","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.00781","-89.62205","True","True","34811567","262450435","","","","0","0","0","0"
"abnb_34816565","House","Private room","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","97314","","21.00007","-89.69188","True","True","34816565","261636234","","","","0","0","0","0"
"abnb_34833310","Apartment","Entire home/apt","1","8/1/2025","1","7","usd","159","159","22.71","14","1","7","24","0","Mexico","Yucatan","Merida","","Merida Este","","20.9696","-89.60295","True","True","34833310","250560207","","","","3085.71","440.82","2980.14","350"
"abnb_587733029466115092","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9713716886","-89.6302467585","True","True","587733029466115092","29135279","","","","0","0","0","0"
"abnb_41552100","House","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97754","-89.61544","True","True","41552100","239409748","","","","0","0","0","0"
"abnb_41555333","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","107.48","0","0","0","0","3","28","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0275","-89.62036","True","True","41555333","223243208","","","","0","0","2014.57","0"
"abnb_41557399","Apartment","Entire home/apt","1","8/1/2025","0.727273","11","usd","264","744","33","18","2","8","3","20","Mexico","Yucatan","Merida","","Merida Este","","20.96498","-89.60871","True","True","41557399","128783086","","","","5003.21","625.4","13944.83","409"
"abnb_41566939","House","Entire home/apt","7","8/1/2025","0","0","usd","0","0","0","0","0","0","29","2","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97845","-89.61355","True","True","41566939","239409748","","","","0","0","0","0"
"abnb_41568862","Apartment","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Oeste","","21.00189","-89.62905","True","True","41568862","111574199","","","","0","0","0","0"
"abnb_39632281","Apartment","Entire home/apt","1","8/1/2025","0.096774","31","usd","786","786","262","21","1","3","28","0","Mexico","Yucatan","Merida","","","","21.03765","-89.59375","True","True","39632281","162589483","","","","14760.75","4920.25","14732.04","429"
"abnb_39636022","Apartment","Entire home/apt","1","8/1/2025","0.607143","28","usd","565","625.54","33.24","82","7","17","11","3","Mexico","Yucatan","Merida","","","","21.0685","-89.66071","True","True","39636022","230262612","","","","10746.3","632.14","11724.61","1694"
"abnb_44864578","Loft","Entire home/apt","0","8/1/2025","0","0","usd","0","0","0","0","0","0","22","9","Mexico","Yucatan","Merida","","97314","","21.00053","-89.69915","True","True","44864578","181831894","","","","0","0","0","0"
"abnb_44947251","House","Entire home/apt","2","8/1/2025","0.83871","31","usd","1358","1358","52.23","180","8","26","5","0","Mexico","Yucatan","Merida","","","","20.9879455566","-89.5322036743","True","True","44947251","362941999","","","","25414.01","977.46","25453.06","3386"
"abnb_44952232","House","Entire home/apt","3","8/1/2025","0.5","22","usd","1195","1629.56","108.64","156","5","11","12","8","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.01041","-89.60458","True","True","44952232","148332706","","","","22498.22","2045.29","30542.92","2989"
"abnb_697151036082747540","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.96823","-89.68","True","True","697151036082747540","92994973","","","","0","0","0","0"
"abnb_697248772046770972","Apartment","Entire home/apt","2","8/1/2025","0.8","30","usd","1078","1113.94","44.92","0","9","24","6","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.99122","-89.61637","True","True","697248772046770972","111547267","","","Host / Alejandro","20071.5","836.31","20878.56","0"
"abnb_697790737250624409","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","111.32","0","0","0","0","2","29","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96898","-89.63181","True","True","697790737250624409","1839897","","","","0","0","2086.52","0"
"abnb_714342390311279912","Guest house","Entire home/apt","1","8/1/2025","0.322581","31","usd","672","672","67.2","78","3","10","21","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.99221","-89.60967","True","True","714342390311279912","479199375","","","","12629.66","1262.97","12595.33","1512"
"abnb_714793641038961589","Serviced apartment","Entire home/apt","1","8/1/2025","0.277778","18","usd","190","327.22","38","74","2","5","13","13","Mexico","Yucatan","Merida","","97314","","20.99054","-89.69733","True","True","714793641038961589","479298699","","","","3599.34","719.87","6133.14","1424"
"abnb_714994238055382654","Apartment","Entire home/apt","2","8/1/2025","0.83871","31","usd","1068","1068","41.08","0","8","26","5","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98255","-89.61783","True","True","714994238055382654","111547267","","","Host / Alejandro","19889.72","764.99","20017.58","0"
"abnb_7150519","House","Entire home/apt","2","8/1/2025","0.935484","31","usd","1732","1732","59.72","129","4","29","2","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96573","-89.63182","True","True","7150519","5035630","","","","32811.15","1131.42","32462.96","2665"
"abnb_715094239256364474","Vacation home","Entire home/apt","7","8/1/2025","0","6","usd","0","0","0","0","0","0","13","18","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9683526","-89.6334856","True","True","715094239256364474","479351602","11252414ha","","","0","0","0","0"
"abnb_729190761848983327","Condominium (condo)","Entire home/apt","2","8/1/2025","0.448276","29","usd","863","922.51","66.38","85","5","13","16","2","Mexico","Yucatan","Merida","","Temozon Norte","","21.0623095037","-89.6207815921","True","True","729190761848983327","154342817","","","","16185.01","1245","17290.71","1618"
"abnb_729742623463733729","House","Entire home/apt","3","8/1/2025","0.666667","3","usd","271","2800.33","135.5","40","1","2","1","28","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9679799","-89.6280151","True","True","729742623463733729","469251784","4478128","","","5070.76","2535.38","52486.81","748"
"vrbo_4867720ha","House","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","GL55","Merida Centro Sud","","20.968029","-89.6292","True","True","","","4867720ha","","","0","0","0","0"
"abnb_919571930626406098","House","Entire home/apt","4","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","21.01597","-89.68811","True","True","919571930626406098","144251419","","","","0","0","0","0"
"abnb_919594743655485700","House","Entire home/apt","1","8/1/2025","0.392857","28","usd","1704","1886.57","154.91","97","3","11","17","3","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97657","-89.62491","True","True","919594743655485700","21877443","","","","32141.58","2921.96","35360.12","1966"
"abnb_919633489679062385","Apartment","Entire home/apt","1","8/1/2025","0.172414","29","usd","528","564.41","105.6","83","4","5","24","2","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 1","","21.0291236074","-89.589349106","True","True","919633489679062385","119626411","3673990","","","9887.01","1977.4","10578.84","1571"
"abnb_919638371408325986","House","Entire home/apt","2","8/1/2025","0.615385","26","usd","570","679.63","35.63","118","4","16","10","5","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.0344586244","-89.6413601562","True","True","919638371408325986","189072959","","","","10760.75","672.55","12738.35","2244"
"abnb_919644906213062681","Serviced apartment","Private room","1","8/1/2025","0.916667","12","usd","364","940.32","33.09","38","5","11","1","19","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 2","","21.00723","-89.62909","True","True","919644906213062681","327150441","","","","6843.79","622.16","17624.42","739"
"abnb_1034020899016726248","Apartment","Entire home/apt","2","8/1/2025","0.592593","27","usd","1510","1510","94.38","54","5","16","15","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9756984","-89.6224978","True","True","1034020899016726248","381604239","11697638ha","","","28461.92","1778.87","28302.01","1172"
"abnb_1034065211510453617","House","Entire home/apt","1","8/1/2025","1","4","usd","276","2139","69","24","1","4","0","27","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","20.99545","-89.59728","True","True","1034065211510453617","41100792","","","","5215.88","1303.97","40091.38","504"
"abnb_1034173796495014883","Villa","Private room","2","8/1/2025","0.225806","31","usd","545","545","77.86","0","4","7","24","0","Mexico","Yucatan","Merida","","Temozon Norte","","21.06027","-89.62425","True","True","1034173796495014883","161626852","","","","10163.04","1451.86","10214.96","0"
"abnb_1034178183577138116","Hotel","Private room","3","8/1/2025","0.096774","31","usd","291","291","97","0","2","3","28","0","Mexico","Yucatan","Merida","","Temozon Norte","","21.05973","-89.62298","True","True","1034178183577138116","161626852","","","","5454.24","1818.08","5454.23","0"
"abnb_1034252852030473965","House","Entire home/apt","3","8/1/2025","1","11","usd","1304","3675","118.55","192","4","11","0","20","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9896791915","-89.6267619423","True","True","1034252852030473965","548403583","","","","24498.29","2227.12","68880.71","3589"
"abnb_1034355888226508174","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Temozon Norte","","21.0546747253","-89.6135154739","True","True","1034355888226508174","228158763","","","","0","0","0","0"
"abnb_769520085189788043","House","Private room","1","8/1/2025","0","23","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Este","","20.96849","-89.60014","True","True","769520085189788043","49428596","","","","0","0","0","0"
"abnb_865185080295417004","Cabin","Entire home/apt","2","8/1/2025","0","21","usd","0","7.86","0","0","0","0","29","2","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.00998","-89.61645","True","True","865185080295417004","509133462","","","","0","0","147.27","0"
"abnb_865200998239922401","House","Entire home/apt","2","8/1/2025","0.83871","31","usd","1735","1735","66.73","166","8","26","5","0","Mexico","Yucatan","Merida","","","","21.0178569825","-89.6879022492","True","True","865200998239922401","356774691","","","","32550.82","1251.95","32519.19","3177"
"abnb_866103436293325386","Condominium (condo)","Entire home/apt","1","8/1/2025","0.5","6","usd","144","744","48","27","1","3","3","25","Mexico","Yucatan","Merida","","Temozon Norte","","21.06531","-89.61656","True","True","866103436293325386","509191263","","","","2688.03","896.01","13944.83","522"
"abnb_866176571518316124","Apartment","Entire home/apt","1","8/1/2025","0.555556","9","usd","223","223","44.6","31","2","5","26","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.983295","-89.621128","True","True","866176571518316124","141995234","","","","4205.32","841.06","4179.7","643"
"abnb_791462605425164339","House","Entire home/apt","1","8/1/2025","0","0","usd","0","138.8","0","0","0","0","4","27","Mexico","Yucatan","Merida","","","","20.9860801","-89.5462479","True","True","791462605425164339","493073424","","","","0","0","2601.48","0"
"abnb_792067437440635114","Apartment","Entire home/apt","1","8/1/2025","1","23","usd","674","908.4","29.3","79","8","23","0","8","Mexico","Yucatan","Merida","","Merida Oeste","","20.9886","-89.64706","True","True","792067437440635114","491093764","","","","12781.88","555.73","17026.19","1594"
"abnb_792211514488851377","House","Entire home/apt","2","8/1/2025","0.655172","29","usd","750","801.72","39.47","103","9","19","10","2","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.97874","-89.68267","True","True","792211514488851377","493242925","","","","14104.67","742.35","15026.66","2058"
"abnb_17157004","House","Entire home/apt","2","8/1/2025","0.83871","31","usd","1884","1884","72.46","160","5","26","5","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9725","-89.62999","True","True","17157004","115375091","","","","35538.33","1366.86","35311.91","3316"
"abnb_1384050488650064508","House","Entire home/apt","2","8/1/2025","0.866667","30","usd","2674","2763.14","102.85","90","5","26","4","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9757066657","-89.6152092889","True","True","1384050488650064508","4096677","","","","50407.9","1938.77","51789.61","1992"
"abnb_1384120172458290311","Guest suite","Entire home/apt","1","8/1/2025","0.3125","16","usd","330","330","66","15","1","5","26","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9751088","-89.6273484","True","True","1384120172458290311","686102161","","","","6194.9","1238.98","6185.21","295"
"abnb_1384140013176665965","Apartment","Entire home/apt","1","8/1/2025","0.222222","27","usd","388","388","64.67","94","3","6","25","0","Mexico","Yucatan","Merida","","Temozon Norte","","21.065418407","-89.6135762672","True","True","1384140013176665965","482048590","","","","7303.5","1217.25","7272.3","1794"
"abnb_1384213727632039315","Apartment","Entire home/apt","1","8/1/2025","0.322581","31","usd","470","470","47","22","3","10","21","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0285261492","-89.6103197554","True","True","1384213727632039315","87706812","","","","8870.06","887.01","8809.23","517"
